epoch,train_accuracy,train_f1,train_roc_auc,val_accuracy,val_f1,val_roc_auc
1,0.75,0.749185667752443,0.8247596559284871,0.7611940298507462,0.7647058823529411,0.8458110516934045
2,0.7564935064935064,0.7588424437299035,0.8386321470737056,0.7611940298507462,0.7647058823529411,0.8636363636363636
3,0.7564935064935064,0.7524752475247525,0.8478664192949907,0.7910447761194029,0.7941176470588235,0.8672014260249554
4,0.7435064935064936,0.7375415282392026,0.851914319446787,0.7761194029850746,0.7761194029850746,0.8734402852049911
5,0.7435064935064936,0.7375415282392026,0.853938269522685,0.7761194029850746,0.7761194029850746,0.8716577540106952
6,0.7435064935064936,0.7375415282392026,0.8546550851745657,0.7761194029850746,0.7761194029850746,0.8707664884135472
7,0.7305194805194806,0.7242524916943521,0.8566368696238826,0.7761194029850746,0.7761194029850746,0.8680926916221033
8,0.7305194805194806,0.7242524916943521,0.8580283353010626,0.7761194029850746,0.7761194029850746,0.8689839572192514
9,0.737012987012987,0.7326732673267327,0.8592089728453366,0.7761194029850746,0.7761194029850746,0.8672014260249554
10,0.737012987012987,0.7326732673267327,0.860516107269354,0.7761194029850746,0.7761194029850746,0.8654188948306595
11,0.737012987012987,0.7326732673267327,0.8618654073199528,0.7761194029850746,0.7761194029850746,0.8663101604278075
12,0.7337662337662337,0.7302631578947368,0.862919547984483,0.7761194029850746,0.7761194029850746,0.8680926916221035
13,0.7337662337662337,0.7302631578947368,0.8640580199021757,0.7761194029850746,0.7761194029850746,0.8707664884135472
14,0.7402597402597403,0.738562091503268,0.8651543261932871,0.7761194029850746,0.7761194029850746,0.8680926916221033
15,0.7402597402597403,0.738562091503268,0.8665879574970484,0.7761194029850746,0.7761194029850746,0.8680926916221033
16,0.7467532467532467,0.7450980392156863,0.8679794231742283,0.7761194029850746,0.7761194029850746,0.8654188948306596
17,0.75,0.749185667752443,0.8684010794400405,0.7761194029850746,0.7761194029850746,0.8663101604278074
18,0.7532467532467533,0.7532467532467533,0.8694552201045707,0.7761194029850746,0.7761194029850746,0.8654188948306596
19,0.7564935064935064,0.7572815533980582,0.870509360769101,0.7761194029850746,0.7761194029850746,0.8663101604278074
20,0.7564935064935064,0.7572815533980582,0.8717321639399561,0.7611940298507462,0.7575757575757576,0.8663101604278074
21,0.7564935064935064,0.755700325732899,0.8731657952437173,0.7611940298507462,0.7575757575757576,0.8663101604278074
22,0.7532467532467533,0.7532467532467533,0.8740934390285039,0.7611940298507462,0.7575757575757576,0.8663101604278074
23,0.7532467532467533,0.7532467532467533,0.8752319109461966,0.7611940298507462,0.7575757575757576,0.8654188948306596
24,0.7532467532467533,0.7532467532467533,0.8765812109967953,0.7611940298507462,0.7575757575757576,0.8627450980392156
25,0.7564935064935064,0.755700325732899,0.8775931860347445,0.7611940298507462,0.7575757575757576,0.8618538324420677
26,0.7597402597402597,0.7597402597402597,0.8783943329397874,0.7611940298507462,0.7575757575757576,0.8627450980392157
27,0.762987012987013,0.762214983713355,0.8794484736043178,0.7611940298507462,0.7575757575757576,0.8609625668449199
28,0.7662337662337663,0.7662337662337663,0.880502614268848,0.7761194029850746,0.7692307692307693,0.8654188948306595
29,0.7694805194805194,0.7687296416938111,0.8817254174397031,0.7761194029850746,0.7692307692307693,0.8654188948306595
30,0.7694805194805194,0.7687296416938111,0.8828638893573957,0.7761194029850746,0.7692307692307693,0.8654188948306595
31,0.7662337662337663,0.7662337662337663,0.884508348794063,0.7761194029850746,0.7692307692307693,0.8645276292335116
32,0.7662337662337663,0.7662337662337663,0.8856889863383369,0.7761194029850746,0.7692307692307693,0.8636363636363636
33,0.7694805194805194,0.7687296416938111,0.8868274582560296,0.7761194029850746,0.7692307692307693,0.8618538324420677
34,0.7694805194805194,0.7687296416938111,0.88788159892056,0.7761194029850746,0.7692307692307693,0.8627450980392156
35,0.7792207792207793,0.7806451612903226,0.8890622364648338,0.7761194029850746,0.7692307692307693,0.8609625668449198
36,0.7792207792207793,0.7806451612903226,0.8900320458762018,0.7761194029850746,0.7692307692307693,0.8591800356506238
37,0.7792207792207793,0.7806451612903226,0.8914656771799628,0.7761194029850746,0.7692307692307693,0.8591800356506238
38,0.7824675324675324,0.7845659163987139,0.8930679709900489,0.7761194029850746,0.7692307692307693,0.8591800356506238
39,0.7857142857142857,0.7884615384615384,0.8944172710406477,0.7910447761194029,0.78125,0.8609625668449198
40,0.7857142857142857,0.7884615384615384,0.8956822398380839,0.7910447761194029,0.78125,0.8582887700534759
41,0.788961038961039,0.792332268370607,0.8974531961544949,0.7910447761194029,0.78125,0.8582887700534759
42,0.788961038961039,0.792332268370607,0.8986338336987688,0.7910447761194029,0.78125,0.8582887700534759
43,0.788961038961039,0.792332268370607,0.90006746500253,0.7910447761194029,0.78125,0.85650623885918
44,0.7954545454545454,0.797427652733119,0.9015854275594535,0.7910447761194029,0.78125,0.8573975044563279
45,0.7954545454545454,0.797427652733119,0.902681733850565,0.7910447761194029,0.78125,0.8556149732620321
46,0.7987012987012987,0.8,0.904073199527745,0.7910447761194029,0.78125,0.8538324420677361
47,0.8051948051948052,0.8064516129032258,0.9055489964580873,0.7910447761194029,0.78125,0.8538324420677361
48,0.8084415584415584,0.8102893890675241,0.9073199527744983,0.7910447761194029,0.78125,0.8529411764705882
49,0.8116883116883117,0.8129032258064516,0.9086270871985158,0.7910447761194029,0.78125,0.8529411764705882
50,0.814935064935065,0.8155339805825242,0.9094703997301401,0.7910447761194029,0.78125,0.8520499108734403
